Make,Model,Location,First registration,Mileage,Power,Transmission,Fuel,Drive type,Consumption,CO2 emissions,Body color,Interior color,Interior material,Body,Doors,Seats,Price
Lamborghini,Huracan,Germany,2022,11600,632,Automatic,Petrol,4x4,14.0,327,Red,Other interior color,Alcantara interior,Coupe,2/3 doors,2,264649
Audi,Q8,Germany,2018,148000,282,Automatic,Diesel,4x4,7.1,187,Black,Black interior,Full leather interior,SUV / offroad,4/5 doors,5,60549
Audi,RSQ8,Germany,2021,56500,591,Automatic,Petrol,4x4,12.1,277,Black,Black interior,Full leather interior,SUV / offroad,4/5 doors,5,111299
Mercedes-Benz,GLS 450,Austria,2024,9835,362,Automatic,Diesel,4x4,11.0,260,Black,Black interior,Full leather interior,SUV / offroad,4/5 doors,7,132449
Audi,RSQ8,Germany,2022,42227,591,Automatic,Petrol,4x4,12.1,277,Black,Black interior,Full leather interior,SUV / offroad,4/5 doors,5,127199
Audi,RSQ8,Germany,2024,2212,632,Automatic,Petrol,4x4,12.1,277,Black,Black interior,Full leather interior,SUV / offroad,4/5 doors,5,172599
Audi,SQ8,Germany,2024,15987,500,Automatic,Petrol,4x4,12.0,275,Grey,Black interior,Full leather interior,SUV / offroad,4/5 doors,5,106099
Mercedes-Benz,GLS 500,Germany,2017,155651,449,Automatic,Petrol,4x4,10.9,255,Black,Beige interior,Full leather interior,SUV / offroad,4/5 doors,7,41499
Audi,R8,Italy,2021,28221,532,Automatic,Petrol,4x2,12.9,298,White,Black interior,Part leather interior,Cabriolet,2/3 doors,2,137449
Mercedes-Benz,GLS 450,Germany,2024,9900,362,Automatic,Diesel,4x4,8.9,233,Black,Beige interior,Full leather interior,SUV / offroad,4/5 doors,7,133549
Audi,RSQ8,Germany,2024,0,591,Automatic,Petrol,4x4,12.1,277,Black,Black interior,Full leather interior,SUV / offroad,4/5 doors,5,148149
Audi,Q8,Belgium,2020,75123,228,Automatic,Diesel,4x4,6.9,182,Black,Other interior color,Other interior material,SUV / offroad,4/5 doors,5,57499
Audi,SQ8,Germany,2024,0,500,Automatic,Petrol,4x4,12.0,275,Black,Black interior,Full leather interior,SUV / offroad,4/5 doors,5,143649
Audi,R8,Germany,2022,29700,612,Automatic,Petrol,4x4,13.3,304,Yellow,Black interior,Full leather interior,Cabriolet,2/3 doors,2,221249
Audi,RSQ8,Germany,2024,0,632,Automatic,Petrol,4x4,12.1,277,Black,Black interior,Full leather interior,SUV / offroad,4/5 doors,5,201199
Audi,Q8,Germany,2020,86450,282,Automatic,Diesel,4x4,7.1,187,Grey,Black interior,Full leather interior,SUV / offroad,4/5 doors,5,63549
Mercedes-Benz,GLS 580,Germany,2020,70134,483,Automatic,Petrol,4x4,10.7,246,Black,Brown interior,Full leather interior,SUV / offroad,4/5 doors,7,81799
Mercedes-Benz,GLS 400,Germany,2024,14034,326,Automatic,Diesel,4x4,11.0,260,Black,Other interior color,Full leather interior,SUV / offroad,4/5 doors,7,111299
Mercedes-Benz,GLS 450,Germany,2024,9980,362,Automatic,Diesel,4x4,11.0,260,Black,Black interior,Full leather interior,SUV / offroad,4/5 doors,7,148199
Audi,Q8,Italy,2021,87800,282,Automatic,Diesel,4x4,7.1,187,Grey,Other interior color,Other interior material,SUV / offroad,4/5 doors,5,60599
Mercedes-Benz,GLS 580,Germany,2023,25008,483,Automatic,Petrol,4x4,11.0,260,Black,Black interior,Full leather interior,SUV / offroad,4/5 doors,7,108199
Audi,RS7,Germany,2021,49900,591,Automatic,Petrol,4x4,12.0,263,Black,Brown interior,Full leather interior,Sedans / saloons,4/5 doors,5,106099
Audi,Q8,Italy,2020,153446,282,Automatic,Diesel,4x4,6.8,179,Black,Black interior,Full leather interior,SUV / offroad,4/5 doors,5,51249
Audi,R8,Germany,2018,30000,532,Automatic,Petrol,4x2,12.9,293,Grey,Black interior,Full leather interior,Coupe,2/3 doors,2,125099
Lamborghini,Urus,Germany,2024,30,657,Automatic,Petrol,4x4,14.1,320,White,Beige interior,Full leather interior,SUV / offroad,4/5 doors,5,354449
Audi,R8,Netherlands,2020,24903,532,Automatic,Petrol,4x2,13.2,303,White,Other interior color,Other interior material,Cabriolet,2/3 doors,2,192699
Audi,RS7,Germany,2020,62700,591,Automatic,Petrol,4x4,12.0,263,Black,Black interior,Full leather interior,Sedans / saloons,4/5 doors,5,95499
Audi,RS7,Poland,2023,33000,621,Automatic,Petrol,4x4,12.0,263,Blue,Black interior,Full leather interior,Sedans / saloons,4/5 doors,4,160899
Audi,Q8,Germany,2020,79200,282,Automatic,Diesel,4x4,7.1,187,Black,Black interior,Full leather interior,SUV / offroad,4/5 doors,5,63799
Audi,R8,Germany,2014,75000,518,Automatic,Petrol,4x4,13.0,310,Black,Black interior,Full leather interior,Cabriolet,2/3 doors,2,78199
Audi,RSQ8,Germany,2024,0,591,Automatic,Petrol,4x4,12.1,277,Black,Black interior,Cloth interior,SUV / offroad,4/5 doors,5,176649
Mercedes-Benz,GLS 400,Poland,2022,16173,326,Automatic,Diesel,4x4,11.0,260,Silver,Black interior,Full leather interior,SUV / offroad,4/5 doors,7,115699
Audi,Q8,Italy,2020,82257,282,Automatic,Diesel,4x4,7.1,187,Black,Other interior color,Part leather interior,SUV / offroad,4/5 doors,5,62599
Audi,RS7,Germany,2021,35271,591,Automatic,Petrol,4x4,12.0,263,Black,Black interior,Full leather interior,Sedans / saloons,4/5 doors,4,93899
Lamborghini,Urus,Germany,2023,900,657,Automatic,Petrol,4x4,14.1,320,Green,Black interior,Full leather interior,SUV / offroad,4/5 doors,5,476099
Audi,S8,Poland,2021,83100,563,Automatic,Petrol,4x4,11.3,258,Blue,Black interior,Full leather interior,Sedans / saloons,4/5 doors,5,93599
Audi,R8,Germany,2024,7296,562,Automatic,Petrol,4x2,13.0,311,Grey,Black interior,Full leather interior,Cabriolet,2/3 doors,2,157799
Audi,S7,Germany,2024,0,339,Automatic,Diesel,4x4,6.4,169,Black,Grey interior,Full leather interior,Sedans / saloons,4/5 doors,5,96849
Audi,Q8,Poland,2024,1,282,Automatic,Diesel,4x4,7.1,187,Gold,Black interior,Full leather interior,SUV / offroad,4/5 doors,5,120699
Audi,Q8,Germany,2024,29,282,Automatic,Diesel,4x4,7.1,187,Gold,Black interior,Full leather interior,SUV / offroad,4/5 doors,5,112349
Audi,Q8,Italy,2021,77000,282,Automatic,Diesel,4x4,7.1,187,Black,Black interior,Cloth interior,SUV / offroad,4/5 doors,5,63749
Audi,SQ8,Germany,2020,65600,429,Automatic,Diesel,4x4,7.8,204,Green,Grey interior,Alcantara interior,SUV / offroad,4/5 doors,5,73199
Audi,S8,Germany,2021,78504,563,Automatic,Petrol,4x4,11.3,258,Black,Black interior,Full leather interior,Sedans / saloons,4/5 doors,5,79649
Lamborghini,Urus,Germany,2024,50,657,Automatic,Petrol,4x4,14.1,320,Black,Black interior,Full leather interior,SUV / offroad,4/5 doors,5,359749
Audi,Q8,Italy,2024,23000,282,Automatic,Diesel,4x4,7.1,187,Grey,Black interior,Full leather interior,SUV / offroad,4/5 doors,5,99299
Mercedes-Benz,GLS 580,Germany,2024,4783,510,Automatic,Petrol,4x4,10.8,259,Grey,Black interior,Full leather interior,SUV / offroad,4/5 doors,7,139849
Audi,RS7,Germany,2020,43500,591,Automatic,Petrol,4x4,12.0,263,Black,Black interior,Full leather interior,Sedans / saloons,4/5 doors,5,93299
Audi,Q8,Germany,2024,10,228,Automatic,Diesel,4x4,6.9,182,White,Black interior,Full leather interior,SUV / offroad,4/5 doors,5,70349
Mercedes-Benz,GLS 63,Germany,2024,50,603,Automatic,Petrol,4x4,13.5,305,Black,Other interior color,Full leather interior,SUV / offroad,4/5 doors,7,226899
Audi,Q8,Germany,2024,10,282,Automatic,Diesel,4x4,7.1,187,White,Black interior,Full leather interior,SUV / offroad,4/5 doors,5,72249
Audi,RS7,Germany,2021,31900,591,Automatic,Petrol,4x4,12.0,263,White,Black interior,Full leather interior,Sedans / saloons,4/5 doors,4,110299
Audi,RSQ8,Poland,2024,2000,632,Automatic,Petrol,4x4,12.1,277,Red,Black interior,Full leather interior,SUV / offroad,4/5 doors,5,212999
Lamborghini,Urus,Germany,2022,40800,641,Automatic,Petrol,4x4,13.6,325,Grey,Black interior,Alcantara interior,SUV / offroad,4/5 doors,5,301599
Audi,Q8,Germany,2020,117000,282,Automatic,Diesel,4x4,7.1,187,White,Black interior,Full leather interior,SUV / offroad,4/5 doors,5,72249
Audi,RSQ8,Germany,2024,100,632,Automatic,Petrol,4x4,12.1,277,White,Black interior,Full leather interior,SUV / offroad,4/5 doors,5,207499
Audi,R8,Germany,2024,2500,612,Automatic,Petrol,4x4,13.9,313,Grey,Black interior,Full leather interior,Cabriolet,2/3 doors,2,227699
Lamborghini,Huracan,Germany,2024,68,632,Automatic,Petrol,4x4,14.9,338,Black,Black interior,Full leather interior,Cabriolet,2/3 doors,2,359749
Audi,Q8,Germany,2022,43914,282,Automatic,Diesel,4x4,7.1,187,Grey,Black interior,Full leather interior,SUV / offroad,4/5 doors,5,82749
Lamborghini,Urus,Germany,2024,54,657,Automatic,Petrol,4x4,14.1,320,Black,Black interior,Alcantara interior,SUV / offroad,4/5 doors,5,402049
Lamborghini,Huracan,Germany,2022,2200,630,Automatic,Petrol,4x4,14.1,338,Black,Black interior,Full leather interior,Cabriolet,2/3 doors,2,348149
Audi,Q8,Germany,2024,0,282,Automatic,Diesel,4x4,7.1,187,Black,Black interior,Part leather interior,SUV / offroad,4/5 doors,5,133799
Audi,Q8,Germany,2022,38500,282,Automatic,Diesel,4x4,7.1,187,Grey,Black interior,Full leather interior,SUV / offroad,4/5 doors,5,86499
Audi,R8,Germany,2021,19365,532,Automatic,Petrol,4x2,13.2,303,Grey,Black interior,Full leather interior,Cabriolet,2/3 doors,2,129299
Audi,RSQ8,Austria,2021,71709,591,Automatic,Petrol,4x4,12.1,277,Black,Other interior color,Full leather interior,SUV / offroad,4/5 doors,5,156299
Lamborghini,Urus,Germany,2023,39500,657,Automatic,Petrol,4x4,13.4,320,Grey,Black interior,Full leather interior,SUV / offroad,4/5 doors,5,311249
Mercedes-Benz,GLS 350,Germany,2023,11634,282,Automatic,Diesel,4x4,7.9,209,White,Black interior,Full leather interior,SUV / offroad,4/5 doors,7,101849
Mercedes-Benz,GLS 350,Germany,2024,17300,308,Automatic,Diesel,4x4,11.0,260,White,Black interior,Full leather interior,SUV / offroad,4/5 doors,7,113299
Audi,Q8,Germany,2023,10,335,Automatic,Petrol,4x4,8.9,202,Grey,Black interior,Part leather interior,SUV / offroad,4/5 doors,5,85999
Mercedes-Benz,GLS 450,Germany,2024,18,362,Automatic,Petrol,4x4,11.0,260,Black,Brown interior,Full leather interior,SUV / offroad,4/5 doors,7,133649
Audi,RSQ8,Germany,2024,16902,591,Automatic,Petrol,4x4,12.1,277,Black,Black interior,Full leather interior,SUV / offroad,4/5 doors,5,130949
Mercedes-Benz,GLS 350,Belgium,2018,89203,255,Automatic,Diesel,4x4,7.7,256,White,Black interior,Full leather interior,SUV / offroad,4/5 doors,5,62699
Audi,Q8,Germany,2024,10,335,Automatic,Petrol,4x4,8.9,202,White,Black interior,Part leather interior,SUV / offroad,4/5 doors,5,89799
Audi,Q8,Germany,2019,121118,282,Automatic,Diesel,4x4,7.1,187,Blue,Black interior,Full leather interior,SUV / offroad,4/5 doors,5,70049
Lamborghini,Urus,Italy,2024,2400,657,Automatic,Petrol,4x4,12.6,320,Black,Black interior,Full leather interior,SUV / offroad,4/5 doors,5,347449
Audi,Q8,Slovakia,2019,99800,282,Automatic,Diesel,4x4,7.1,187,Black,Black interior,Full leather interior,SUV / offroad,4/5 doors,5,61199
Lamborghini,Urus,Italy,2023,21939,657,Automatic,Petrol,4x4,13.4,320,Green,Other interior color,Part leather interior,SUV / offroad,4/5 doors,5,360349
Audi,Q8,Spain,2021,68300,282,Automatic,Diesel,4x4,7.1,187,Grey,Other interior color,Other interior material,SUV / offroad,4/5 doors,5,78199
Lamborghini,Urus,Germany,2019,63000,641,Automatic,Petrol,4x4,13.6,325,Black,Other interior color,Other interior material,SUV / offroad,4/5 doors,5,244699
Lamborghini,Urus,Germany,2024,1145,657,Automatic,Petrol,4x4,14.1,320,Black,Black interior,Full leather interior,SUV / offroad,4/5 doors,5,357799
Audi,Q8,Germany,2024,0,282,Automatic,Diesel,4x4,7.1,187,Black,Black interior,Part leather interior,SUV / offroad,4/5 doors,5,105999
Audi,Q8,Italy,2024,0,228,Automatic,Diesel,4x4,6.9,182,White,Black interior,Other interior material,SUV / offroad,4/5 doors,5,102999
Audi,Q8,Poland,2023,12394,282,Automatic,Diesel,4x4,7.1,187,Black,Black interior,Full leather interior,SUV / offroad,4/5 doors,5,100799
Lamborghini,Urus,Germany,2020,118655,641,Automatic,Petrol,4x4,13.6,325,Silver,Black interior,Full leather interior,SUV / offroad,4/5 doors,5,200949
Audi,R8,Germany,2024,12368,612,Automatic,Petrol,4x4,13.1,293,Yellow,Black interior,Full leather interior,Coupe,2/3 doors,2,182949
Audi,SQ8,Germany,2020,53100,429,Automatic,Diesel,4x4,7.8,204,Black,Black interior,Full leather interior,SUV / offroad,4/5 doors,5,80649
Audi,R8,Germany,2021,21720,532,Automatic,Petrol,4x2,13.2,303,Grey,Brown interior,Full leather interior,Cabriolet,2/3 doors,2,129249
Lamborghini,Urus,Netherlands,2020,118655,641,Automatic,Petrol,4x4,13.6,325,Silver,Black interior,Full leather interior,SUV / offroad,4/5 doors,5,234299
Mercedes-Benz,GLS 600,Germany,2024,5653,550,Automatic,Petrol,4x4,13.4,305,Silver,Black interior,Full leather interior,SUV / offroad,4/5 doors,5,201249
Lamborghini,Urus,Netherlands,2019,99761,641,Automatic,Petrol,4x4,13.6,325,Grey,Black interior,Full leather interior,SUV / offroad,4/5 doors,5,228899
Lamborghini,Aventador,Germany,2017,6300,691,Automatic,Petrol,4x4,15.5,370,Purple,Black interior,Part leather interior,Cabriolet,2/3 doors,2,395399
Mercedes-Benz,GLS 600,Germany,2024,18321,550,Automatic,Petrol,4x4,14.2,320,Green,Brown interior,Full leather interior,SUV / offroad,4/5 doors,7,190699
Audi,RS7,Germany,2020,59900,591,Automatic,Petrol,4x4,12.0,263,Grey,Black interior,Full leather interior,Sedans / saloons,4/5 doors,4,95499
Audi,R8,Germany,2021,8992,532,Automatic,Petrol,4x2,13.2,303,Grey,Black interior,Full leather interior,Cabriolet,2/3 doors,2,137749
Audi,Q8,France,2020,75000,228,Automatic,Diesel,4x4,6.9,182,Silver,Black interior,Full leather interior,SUV / offroad,4/5 doors,5,66749
Audi,Q8,Germany,2024,0,282,Automatic,Diesel,4x4,7.1,187,Gold,Black interior,Part leather interior,SUV / offroad,4/5 doors,5,110549
Audi,RSQ8,Germany,2023,16754,591,Automatic,Petrol,4x4,12.1,277,Grey,Black interior,Full leather interior,SUV / offroad,4/5 doors,5,130299
Audi,R8,Germany,2022,26501,612,Automatic,Petrol,4x4,13.3,304,Grey,Black interior,Full leather interior,Cabriolet,2/3 doors,2,185299
Audi,Q8,Belgium,2020,75196,228,Automatic,Diesel,4x4,6.9,182,Silver,Black interior,Full leather interior,SUV / offroad,4/5 doors,5,65299
Lamborghini,Aventador,Germany,2012,23067,691,Automatic,Petrol,4x4,16.7,398,Orange,Black interior,Full leather interior,Coupe,2/3 doors,2,297749
Audi,Q8,Germany,2019,147000,282,Automatic,Diesel,4x4,7.1,187,Grey,Black interior,Full leather interior,SUV / offroad,4/5 doors,5,55249
Audi,RSQ8,Germany,2024,0,591,Automatic,Petrol,4x4,12.1,277,Black,Black interior,Full leather interior,SUV / offroad,4/5 doors,5,150649
Lamborghini,Aventador,Germany,2019,16591,731,Automatic,Petrol,4x4,20.9,499,Black,Black interior,Full leather interior,Cabriolet,2/3 doors,2,405799
Mercedes-Benz,GLS 580,Germany,2021,109300,483,Automatic,Petrol,4x4,10.7,246,Black,Black interior,Full leather interior,SUV / offroad,4/5 doors,7,84949
Audi,RSQ8,Italy,2021,62430,591,Automatic,Petrol,4x4,12.1,277,Black,Other interior color,Full leather interior,SUV / offroad,4/5 doors,5,107649
Lamborghini,Huracan,Germany,2024,1049,630,Automatic,Petrol,4x2,14.5,328,Green,Black interior,Part leather interior,Coupe,2/3 doors,2,348249
Audi,RSQ8,Germany,2024,0,591,Automatic,Petrol,4x4,12.1,277,Grey,Black interior,Full leather interior,SUV / offroad,4/5 doors,5,160749
Lamborghini,Urus,Germany,2023,5300,657,Automatic,Petrol,4x4,13.4,320,Black,Black interior,Full leather interior,SUV / offroad,4/5 doors,5,333349
Audi,RSQ8,Germany,2024,7,632,Automatic,Petrol,4x4,12.1,277,Black,Black interior,Full leather interior,SUV / offroad,4/5 doors,5,193799
Mercedes-Benz,GLS 600,Germany,2024,25,550,Automatic,Petrol,4x4,13.9,314,Black,Brown interior,Full leather interior,SUV / offroad,4/5 doors,4,258349
Lamborghini,Aventador,Germany,2017,13900,740,Automatic,Petrol,4x4,15.5,370,Black,Black interior,Full leather interior,Coupe,2/3 doors,2,453999
Audi,Q8,Poland,2024,10,282,Automatic,Diesel,4x4,7.1,187,Grey,Black interior,Full leather interior,SUV / offroad,4/5 doors,5,123999
Mercedes-Benz,GLS 450,Germany,2024,6371,362,Automatic,Petrol,4x4,11.0,260,Black,Black interior,Full leather interior,SUV / offroad,4/5 doors,7,99099
Audi,R8,Netherlands,2023,3000,612,Automatic,Petrol,4x4,13.3,304,Green,Black interior,Full leather interior,Cabriolet,2/3 doors,2,306049
Mercedes-Benz,GLS 580,Germany,2020,69000,483,Automatic,Petrol,4x4,10.7,246,Black,Black interior,Full leather interior,SUV / offroad,4/5 doors,7,84949
Audi,Q8,Germany,2024,10,228,Automatic,Diesel,4x4,6.9,182,Silver,Black interior,Full leather interior,SUV / offroad,4/5 doors,5,88349
Mercedes-Benz,GLS 450,Austria,2024,25,362,Automatic,Diesel,4x4,11.0,260,Silver,Black interior,Full leather interior,SUV / offroad,4/5 doors,7,169899
Audi,RS7,Germany,2024,21660,621,Automatic,Petrol,4x4,12.0,263,Grey,Black interior,Full leather interior,Sedans / saloons,4/5 doors,4,126949
Audi,RSQ8,Germany,2022,9900,591,Automatic,Petrol,4x4,12.1,277,Black,Black interior,Full leather interior,SUV / offroad,4/5 doors,5,128649
Lamborghini,Urus,Germany,2024,1000,657,Automatic,Petrol,4x4,8.8,320,Black,Black interior,Full leather interior,SUV / offroad,4/5 doors,5,506899
Audi,S7,Germany,2024,0,339,Automatic,Diesel,4x4,6.4,169,Black,Black interior,Full leather interior,Sedans / saloons,4/5 doors,4,96049
Audi,S8,Germany,2024,7260,563,Automatic,Petrol,4x4,11.3,258,Black,Black interior,Full leather interior,Sedans / saloons,4/5 doors,5,132449
Audi,Q8,Germany,2020,42459,282,Automatic,Diesel,4x4,7.1,187,Grey,Black interior,Alcantara interior,SUV / offroad,4/5 doors,5,68349
Lamborghini,Urus,Germany,2024,29982,657,Automatic,Petrol,4x4,13.4,320,Black,Black interior,Full leather interior,SUV / offroad,4/5 doors,5,304899
Audi,SQ8,Spain,2021,86000,500,Automatic,Petrol,4x4,12.0,275,Black,Other interior color,Other interior material,SUV / offroad,4/5 doors,5,82349
Audi,Q8,Germany,2024,29,335,Automatic,Petrol,4x4,8.9,202,Black,Black interior,Full leather interior,SUV / offroad,4/5 doors,5,100799
Audi,Q8,Germany,2024,11750,282,Automatic,Diesel,4x4,7.1,187,Gold,Grey interior,Full leather interior,SUV / offroad,4/5 doors,5,100149
Audi,Q8,Italy,2024,10,282,Automatic,Diesel,4x4,7.1,187,Black,Black interior,Full leather interior,SUV / offroad,4/5 doors,5,114499
Audi,Q8,Italy,2023,11204,282,Automatic,Diesel,4x4,7.1,187,Grey,Black interior,Other interior material,SUV / offroad,4/5 doors,5,98249
Lamborghini,Urus,Germany,2019,93900,641,Automatic,Petrol,4x4,13.6,325,White,Other interior color,Full leather interior,SUV / offroad,4/5 doors,5,232799
Audi,SQ8,Poland,2024,10,500,Automatic,Petrol,4x4,12.0,275,Black,Black interior,Full leather interior,SUV / offroad,4/5 doors,5,153549
Lamborghini,Urus,Germany,2022,23012,641,Automatic,Petrol,4x4,13.6,325,Green,Black interior,Alcantara interior,SUV / offroad,4/5 doors,5,265499
Lamborghini,Urus,Luxembourg,2024,2042,657,Automatic,Petrol,4x4,13.4,320,Black,Black interior,Alcantara interior,SUV / offroad,4/5 doors,5,389799
Audi,RSQ8,Spain,2024,13900,591,Automatic,Petrol,4x4,12.1,277,Blue,Other interior color,Other interior material,SUV / offroad,4/5 doors,5,156249
Mercedes-Benz,GLS 63,Germany,2024,50,603,Automatic,Petrol,4x4,13.3,300,Black,Other interior color,Full leather interior,SUV / offroad,4/5 doors,7,240099
Mercedes-Benz,GLS 63,Germany,2024,5385,603,Automatic,Petrol,4x4,13.4,303,Black,Black interior,Full leather interior,SUV / offroad,4/5 doors,7,167399
Lamborghini,Huracan,Luxembourg,2024,1000,632,Automatic,Petrol,4x2,13.7,328,Black,Black interior,Full leather interior,Coupe,2/3 doors,2,355199
Lamborghini,Urus,Germany,2021,34928,641,Automatic,Petrol,4x4,13.6,325,Gold,Grey interior,Full leather interior,SUV / offroad,4/5 doors,2,296349
Audi,SQ8,Italy,2020,125873,429,Automatic,Diesel,4x4,7.8,204,Grey,Other interior color,Full leather interior,SUV / offroad,4/5 doors,5,68349
Audi,RSQ8,Germany,2024,14500,591,Automatic,Petrol,4x4,12.1,277,Grey,Black interior,Full leather interior,SUV / offroad,4/5 doors,5,147249
Audi,SQ8,Germany,2024,5500,500,Automatic,Petrol,4x4,12.0,275,Silver,Black interior,Full leather interior,SUV / offroad,4/5 doors,5,121399
Audi,Q8,Germany,2024,50,282,Automatic,Diesel,4x4,7.1,187,Black,Black interior,Full leather interior,SUV / offroad,4/5 doors,5,111399
Audi,RSQ8,Germany,2024,0,591,Automatic,Petrol,4x4,12.1,277,Black,Black interior,Part leather interior,SUV / offroad,4/5 doors,5,145249
Audi,RSQ8,Spain,2020,84000,591,Automatic,Petrol,4x4,12.1,277,Black,Other interior color,Other interior material,SUV / offroad,4/5 doors,5,109399
Audi,S7,Germany,2020,132800,345,Automatic,Diesel,4x4,6.5,170,Grey,Black interior,Full leather interior,Sedans / saloons,4/5 doors,4,54049
Mercedes-Benz,GLS 580,Netherlands,2022,81532,483,Automatic,Petrol,4x4,11.0,260,Black,Other interior color,Full leather interior,SUV / offroad,4/5 doors,7,104349
Audi,RSQ8,Austria,2020,99700,591,Automatic,Petrol,4x4,12.1,277,Black,Other interior color,Full leather interior,SUV / offroad,4/5 doors,5,130199
Lamborghini,Huracan,Luxembourg,2024,1000,632,Automatic,Petrol,4x2,13.7,328,Black,Black interior,Full leather interior,Coupe,2/3 doors,2,358249
Lamborghini,Huracan,Germany,2020,20890,630,Automatic,Petrol,4x4,14.1,338,Black,Black interior,Full leather interior,Cabriolet,2/3 doors,2,291399
Mercedes-Benz,GLS 580,Netherlands,2022,64846,483,Automatic,Petrol,4x4,11.0,260,Black,Black interior,Full leather interior,SUV / offroad,4/5 doors,7,103849
Lamborghini,Huracan,Germany,2023,3500,632,Automatic,Petrol,4x2,13.8,331,Black,Black interior,Alcantara interior,Coupe,2/3 doors,2,362949
Audi,Q8,Italy,2021,56200,282,Automatic,Diesel,4x4,7.1,187,Black,Black interior,Alcantara interior,SUV / offroad,4/5 doors,5,72549
Lamborghini,Huracan,Germany,2024,10,632,Automatic,Petrol,4x4,14.2,338,Green,Other interior color,Alcantara interior,Cabriolet,2/3 doors,2,401999
Audi,RSQ8,Germany,2023,36900,591,Automatic,Petrol,4x4,12.1,277,Black,Brown interior,Full leather interior,SUV / offroad,4/5 doors,5,120799
Mercedes-Benz,GLS 600,Germany,2024,22,550,Automatic,Petrol,4x4,14.2,320,Black,Brown interior,Full leather interior,SUV / offroad,4/5 doors,7,272799
Audi,RSQ8,Italy,2023,22000,591,Automatic,Petrol,4x4,12.1,277,Grey,Grey interior,Full leather interior,SUV / offroad,4/5 doors,5,182849
Audi,Q8,Germany,2022,42372,282,Automatic,Diesel,4x4,7.1,187,Grey,Black interior,Alcantara interior,SUV / offroad,4/5 doors,5,78599
Audi,R8,Germany,2015,67500,518,Automatic,Petrol,4x4,12.8,305,Blue,Black interior,Alcantara interior,Coupe,2/3 doors,2,88599
Audi,Q8,Germany,2023,22499,282,Automatic,Diesel,4x4,7.1,187,Grey,Black interior,Full leather interior,SUV / offroad,4/5 doors,5,95499
Audi,R8,Germany,2020,15250,612,Automatic,Petrol,4x4,12.4,297,Green,Black interior,Alcantara interior,Coupe,2/3 doors,2,161449
Lamborghini,Huracan,Netherlands,2024,20,602,Automatic,Petrol,4x4,14.1,337,Green,Black interior,Full leather interior,Coupe,2/3 doors,2,468249
Audi,RSQ8,Germany,2024,10,591,Automatic,Petrol,4x4,12.1,277,Grey,Black interior,Full leather interior,SUV / offroad,4/5 doors,5,158949
Audi,Q8,Italy,2024,10,282,Automatic,Diesel,4x4,7.1,187,Black,Other interior color,Other interior material,SUV / offroad,4/5 doors,5,102249
Lamborghini,Urus,France,2019,41550,641,Automatic,Petrol,4x4,12.6,325,White,Black interior,Part leather interior,SUV / offroad,4/5 doors,5,249799
Audi,SQ8,Germany,2023,12999,500,Automatic,Petrol,4x4,12.0,275,Black,Black interior,Full leather interior,SUV / offroad,4/5 doors,5,94499
Audi,Q8,Italy,2020,93651,282,Automatic,Diesel,4x4,7.1,187,Grey,Other interior color,Other interior material,SUV / offroad,4/5 doors,5,69999
Audi,Q8,Poland,2019,98225,282,Automatic,Diesel,4x4,7.1,187,White,Black interior,Part leather interior,SUV / offroad,4/5 doors,5,56999
Audi,R8,Germany,2018,36996,602,Automatic,Petrol,4x4,12.3,287,White,Black interior,Full leather interior,Coupe,2/3 doors,2,143099
Mercedes-Benz,GLS 580,Netherlands,2022,64846,483,Automatic,Petrol,4x4,11.0,260,Black,Black interior,Full leather interior,SUV / offroad,4/5 doors,7,135449
Audi,Q8,Germany,2019,125000,282,Automatic,Diesel,4x4,7.1,187,White,Black interior,Full leather interior,SUV / offroad,4/5 doors,5,50599
Lamborghini,Huracan,Germany,2022,35000,632,Automatic,Petrol,4x4,14.1,338,Orange,Black interior,Part leather interior,Cabriolet,2/3 doors,2,311149
Audi,Q8,Germany,2019,86500,282,Automatic,Diesel,4x4,7.1,187,Black,Grey interior,Full leather interior,SUV / offroad,4/5 doors,5,62649
Audi,RSQ8,Germany,2024,20250,591,Automatic,Petrol,4x4,12.1,277,Grey,Black interior,Full leather interior,SUV / offroad,4/5 doors,5,147249
Lamborghini,Urus,Netherlands,2023,28665,657,Automatic,Petrol,4x4,13.4,320,Grey,Other interior color,Full leather interior,SUV / offroad,4/5 doors,5,395399
Audi,R8,Germany,2020,15250,612,Automatic,Petrol,4x4,12.4,297,Black,Black interior,Alcantara interior,Coupe,2/3 doors,2,161449
Lamborghini,Huracan,Germany,2023,50,632,Automatic,Petrol,4x2,14.5,328,White,Other interior color,Alcantara interior,Coupe,2/3 doors,2,344049
Audi,R8,Germany,2020,74500,532,Automatic,Petrol,4x2,13.2,303,Grey,Black interior,Part leather interior,Cabriolet,2/3 doors,2,123899
Audi,RSQ8,Germany,2024,10,591,Automatic,Petrol,4x4,12.1,277,Black,Black interior,Other interior material,SUV / offroad,4/5 doors,5,191149
Audi,Q8,Germany,2023,14400,228,Automatic,Diesel,4x4,6.9,182,Grey,Black interior,Part leather interior,SUV / offroad,4/5 doors,5,78599
Audi,RS7,Germany,2021,60933,591,Automatic,Petrol,4x4,12.0,263,Grey,Black interior,Full leather interior,Sedans / saloons,4/5 doors,5,103849
Audi,S8,Germany,2024,8,563,Automatic,Petrol,4x4,11.3,258,Black,Black interior,Full leather interior,Sedans / saloons,4/5 doors,5,164249
